Site,Mode,ModeFreq,Method
M35/11117-M1,96,0.92,Annual
M35/11129-M1,96,0.99,Annual
M35/11130-M1,96,0.9,Annual
M35/11165-M1,96,0.84,Annual
M35/11166-M1,96,nan,Qtr1
M35/11171-M1,96,0.94,Annual
M35/11174-M1,96,0.97,Annual
M35/11176-M1,96,0.9,Annual
M35/11181-M1,96,0.94,Annual
M35/11212-M1,96,0.99,Annual
M35/11220-M1,96,0.92,Annual
M35/11221-M1,96,0.94,Annual
M35/11230-M1,96,0.98,Annual
M35/11230-M2,96,0.98,Annual
M35/11231-M1,96,0.97,Annual
M35/11232-M1,96,0.51,Annual
M35/11233-M1,96,0.97,Annual
M35/11233-M2,96,0.97,Annual
M35/11234-M1,96,0.96,Annual
M35/11235-M1,96,0.72,Annual
M35/11238-M1,96,0.96,Annual
M35/11240-M1,96,0.99,Annual
M35/11241-M1,96,0.99,Annual
M35/11242-M1,96,0.99,Annual
M35/11243-M1,96,0.97,Annual
M35/11245-M1,96,0.99,Annual
M35/11268-M1,96,0.87,Annual
M35/11296-M1,96,0.96,Annual
M35/11297-M1,96,0.94,Annual
M35/11302-M1,96,0.54,Annual
M35/11380-M1,96,,Qtr4
M35/11381-M1,96,0.82,Annual
M35/11382-M1,96,0.81,Annual
M35/1142-M1,96,0.95,Annual
M35/11426-M1,96,,Qtr4
M35/11427-M1,96,,Qtr4
M35/11433-M1,96,0.98,Annual
M35/11450-M1,96,0.99,Annual
M35/11459-M1,96,0.96,Annual
M35/1152-M1,96,0.95,Annual
M35/11522-M1,96,0.88,Annual
M35/11643-M1,96,0.98,Annual
M35/1165-M1,96,0.94,Annual
M35/1166-M1,96,0.99,Annual
M35/11679 -M1,96,nan,Qtr1
M35/11706-M1,96,0.96,Annual
M35/1172-M1,96,0.99,Annual
M35/1182-M1,96,0.94,Annual
M35/1185-M1,96,0.95,Annual
M35/11905-M1,96,0.99,Annual
M35/11906-M1,96,0.98,Annual
M35/11919-M1,96,0.69,Annual
M35/11920-M1,96,0.74,Annual
M35/11921-M1,96,,Qtr4
M35/11955-M1,96,0.99,Annual
M35/11970-M1,96,0.96,Annual
M35/11975-M1,96,0.99,Annual
M35/11995-M1,96,0.99,Annual
M35/12017-M1,96,0.79,Annual
M35/12018-M1,96,0.79,Annual
M35/12026-M1,96,0.98,Annual
M35/12027-M1,96,0.96,Annual
M35/12029-M1,96,0.93,Annual
M35/1294-M1,96,0.91,Annual
M35/1334-M1,96,0.84,Annual
M35/1472-M1,96,0.96,Annual
M35/1588-M1,96,0.87,Annual
M35/1589-M1,96,0.96,Annual
M35/1645-M1,96,0.99,Annual
M35/1657-M1,96,0.99,Annual
M35/1659-M1,96,0.99,Annual
M35/1667-M1,96,0.92,Annual
M35/1742-M1,96,0.95,Annual
M35/1746-M1,96,0.95,Annual
M35/1752-M1,96,0.99,Annual
M35/1756-M1,96,0.96,Annual
M35/1761-M1,96,0.7,Annual
M35/17624-M1,96,0.9,Annual
M35/1763-M1,96,0.98,Annual
M35/17649-M1,96,0.93,Annual
M35/17710-M1,96,0.95,Annual
M35/17741-M1,96,1,Annual
M35/17744-M1,96,0.99,Annual
M35/17757-M1,0,0.92,Annual
M35/17758-M1,0,0.92,Annual
M35/17848-M1,96,,Qtr4
M35/17849-M1,94,0.23,Annual
M35/17854-M1,96,1,Annual
M35/17867-M1,96,0.96,Annual
M35/17947-M1,96,1,Annual
M35/17948-M1,96,1,Annual
M35/17949-M1,96,1,Annual
M35/18079-M1,96,0.99,Annual
M35/1815-M1,96,0.95,Annual
M35/1816-M1,96,0.99,Annual
M35/1817-M1,96,0.85,Annual
M35/1828-M1,96,0.91,Annual
M35/1829-M1,96,0.94,Annual
M35/18306-M1,96,0.99,Annual
M35/18477-M1,96,0.99,Annual
M35/18510-M1,96,0.62,Annual
M35/18521-M1,96,0.87,Annual
M35/18544-M1,96,0.78,Annual
M35/18575-M1,96,0.99,Annual
M35/18612-M1,96,0.96,Annual
M35/18743-M1,96,0.84,Annual
M35/18837-M1,96,0.85,Annual
M35/18858-M1,96,0.83,Annual
M35/2018-M1,96,0.61,Annual
M35/2025-M1,96,0.99,Annual
M35/2236-M1,96,0.99,Annual
M35/2271-M1,96,0.96,Annual
M35/2410-M1,96,nan,Qtr1
M35/2584-M1,96,0.99,Annual
M35/2595-M1,96,1,Annual
M35/2601-M1,96,0.6,Annual
M35/2606-M1,96,0.92,Annual
M35/2615-M1,96,0.99,Annual
M35/2618-M1,96,0.42,Annual
M35/2625-M1,96,0.95,Annual
M35/2626-M1,96,1,Annual
M35/2635-M1,96,0.62,Annual
M35/2636-M1,96,0.96,Annual
M35/2637-M1,96,0.82,Annual
M35/2680-M1,96,0.56,Annual
M35/2688-M1,96,nan,Qtr1
M35/2689-M1,96,0.87,Annual
M35/2700-M1,96,0.99,Annual
M35/2702-M1,0,0.92,Annual
M35/2716-M1,96,0.99,Annual
M35/2730-M1,96,0.99,Annual
M35/2748-M1,0,0.88,Annual
M35/2758-M1,96,nan,Qtr3
M35/2759-M1,96,0.74,Annual
M35/2772-M1,96,nan,Qtr1
M35/2773-M1,96,0.94,Annual
M35/2873-M1,0,0.92,Annual
M35/2924-M1,96,0.95,Annual
M35/2941-M1,96,0.66,Annual
M35/2960-M1,96,0.89,Annual
M35/2961-M1,96,0.93,Annual
M35/2992-M1,96,0.94,Annual
M35/2996-M1,96,nan,Qtr1
M35/2998-M1,96,0.64,Annual
M35/3000-M1,96,0.97,Annual
M35/3024-M1,96,0.99,Annual
M35/3026-M1,96,0.9,Annual
M35/3040-M1,96,0.93,Annual
M35/3046-M1,96,0.98,Annual
M35/3064-M1,96,0.84,Annual
M35/3065-M1,96,0.86,Annual
M35/3077-M1,96,0.83,Annual
M35/3078-M1,96,0.78,Annual
M35/3088-M1,96,0.95,Annual
M35/3162-M1,96,0.95,Annual
M35/3165-M1,96,0.99,Annual
M35/3176-M1,96,0.99,Annual
M35/3182-M1,96,0.95,Annual
M35/3257-M1,96,0.98,Annual
M35/3268-M1,96,0.99,Annual
M35/3284-M1,96,0.88,Annual
M35/3285-M1,96,nan,Qtr2
M35/3290-M1,96,0.24,Annual
M35/3302-M1,96,0.95,Annual
M35/3327-M1,96,0.95,Annual
M35/3329-M1,96,0.99,Annual
M35/3333-M1,96,0.84,Annual
M35/3379-M1,96,0.96,Annual
M35/3388-M1,96,,Qtr4
M35/3410-M1,96,0.99,Annual
M35/3411-M1,96,0.99,Annual
M35/3412-M1,96,0.99,Annual
M35/3422-M1,96,0.99,Annual
M35/3451-M1,96,0.99,Annual
M35/3477-M1,96,0.99,Annual
M35/3481-M1,96,0.82,Annual
M35/3485-M1,96,0.94,Annual
M35/3505-M1,96,0.98,Annual
M35/3600-M1,96,0.8,Annual
M35/3655-M1,96,0.9,Annual
M35/3662-M1,96,0.91,Annual
M35/3672-M1,96,0.57,Annual
M35/3673-M1,0,0.92,Annual
M35/3685-M1,96,0.85,Annual
M35/3766-M1,96,nan,Qtr1
M35/3767-M1,96,nan,Qtr1
M35/3805-M1,96,0.91,Annual
M35/4127-M1,96,0.99,Annual
M35/4136-M1,96,0.89,Annual
M35/4146-M1,96,0.96,Annual
M35/4198-M1,96,,Qtr4
M35/4238-M1,96,0.99,Annual
M35/4239-M1,96,0.98,Annual
M35/4253-M1,96,0.59,Annual
M35/4286-M1,96,0.94,Annual
M35/4423-M1,96,0.96,Annual
M35/4424-M1,96,0.96,Annual
M35/4457-M1,96,0.99,Annual
M35/4458-M1,96,0.99,Annual
M35/4467-M1,180,0.76,Annual
M35/4490-M1,96,0.92,Annual
M35/4496-M1,0,0.9,Annual
M35/4497-M1,96,1,Annual
M35/4554-M1,96,0.9,Annual
M35/4657-M1,96,0.99,Annual
M35/4662-M1,96,0.93,Annual
M35/4722-M1,96,0.79,Annual
M35/4737-M1,96,0.83,Annual
M35/4778-M1,96,0.95,Annual
M35/4850-M1,96,0.89,Annual
M35/4858-M1,96,0.64,Annual
M35/4979-M1,96,0.99,Annual
M35/5038-M1,96,0.9,Annual
M35/5091-M1,96,0.84,Annual
M35/5129-M1,96,0.95,Annual
M35/5139-M1,96,0.9,Annual
M35/5180-M1,96,0.99,Annual
M35/5209-M1,96,0.99,Annual
M35/5266-M1,96,0.86,Annual
M35/5311-M1,96,0.79,Annual
M35/5332-M1,96,0.31,Annual
M35/5344-M1,96,0.92,Annual
M35/5395-M1,96,0.99,Annual
M35/5445-M1,96,0.92,Annual
M35/5579-M1,0,0.92,Annual
M35/5583-M1,96,0.99,Annual
M35/5648-M1,96,0.75,Annual
M35/5708-M1,96,0.81,Annual
M35/5724-M1,96,0.95,Annual
M35/5748-M1,96,0.99,Annual
M35/5828-M1,96,0.99,Annual
M35/5841-M1,96,0.93,Annual
M35/5937-M1,96,0.99,Annual
M35/5961-M1,96,0.57,Annual
M35/5967-M1,96,0.96,Annual
M35/5982-M1,96,0.99,Annual
M35/6060-M1,96,nan,Qtr1
M35/6076-M1,96,0.73,Annual
M35/6077-M1,96,0.92,Annual
M35/6093-M1,96,0.95,Annual
M35/6096-M1,96,0.96,Annual
M35/6189-M1,96,0.76,Annual
M35/6201-M1,0,0.92,Annual
M35/6204-M1,96,0.79,Annual
M35/6214-M1,96,0.99,Annual
M35/6233-M1,96,0.99,Annual
M35/6234-M1,96,0.95,Annual
M35/6268-M1,96,0.94,Annual
M35/6276-M1,96,0.93,Annual
M35/6286-M1,96,0.73,Annual
M35/6303-M1,96,0.83,Annual
M35/6342-M1,96,0.93,Annual
M35/6360-M1,96,0.98,Annual
M35/6407-M1,96,0.93,Annual
M35/6420-M1,96,0.99,Annual
M35/6432-M1,96,0.96,Annual
M35/6451-M1,96,0.93,Annual
M35/6458-M1,96,1,Annual
M35/6527-M1,96,nan,Qtr1
M35/6616-M1,96,0.95,Annual
M35/6631-M1,96,0.77,Annual
M35/6664-M1,0,0.92,Annual
M35/6695-M1,96,0.95,Annual
M35/6706-M1,96,0.98,Annual
M35/6715-M1,96,0.88,Annual
M35/6733-M1,96,0.99,Annual
M35/6734-M1,96,0.87,Annual
M35/6742-M1,96,0.67,Annual
M35/6758-M1,96,nan,Qtr1
M35/6765-M1,96,nan,Qtr1
M35/6766-M1,96,0.99,Annual
M35/6809-M1,96,0.99,Annual
M35/6853-M1,96,0.92,Annual
M35/6861-M1,96,0.96,Annual
M35/6908-M1,96,0.96,Annual
M35/6923-M1,96,0.5,Annual
M35/6974-M1,96,0.7,Annual
M35/6977-M1,96,0.75,Annual
M35/6984-M1,96,0.96,Annual
M35/6987-M1,96,0.96,Annual
M35/6989-M1,96,0.98,Annual
M35/6990-M1,0,0.9,Annual
M35/7010-M1,96,0.9,Annual
M35/7016-M1,96,0.99,Annual
M35/7029-M1,96,0.6,Annual
M35/7065-M1,96,0.64,Annual
M35/7114-M1,96,0.82,Annual
M35/7217-M1,96,0.99,Annual
M35/7230-M1,96,0.93,Annual
M35/7231-M1,96,0.81,Annual
M35/7234-M1,96,0.99,Annual
M35/7237-M1,96,0.94,Annual
M35/7243-M1,96,0.96,Annual
M35/7245-M1,96,0.74,Annual
M35/7246-M1,96,0.91,Annual
M35/7258-M1,96,0.95,Annual
M35/7275-M1,96,0.99,Annual
M35/7285-M1,96,0.81,Annual
M35/7312-M1,96,0.99,Annual
M35/7314-M1,96,0.89,Annual
M35/7372-M1,96,,Qtr4
M35/7507-M1,96,0.95,Annual
M35/7536-M1,96,0.73,Annual
M35/7539-M1,96,0.98,Annual
M35/7540-M1,96,0.98,Annual
M35/7555-M1,96,0.99,Annual
M35/7618-M1,96,0.89,Annual
M35/7619-M1,96,0.89,Annual
M35/7622-M1,96,0.98,Annual
M35/7625-M1,96,0.99,Annual
M35/7626-M1,96,0.99,Annual
M35/7627-M1,96,0.99,Annual
M35/7628-M1,96,0.91,Annual
M35/7637-M1,96,0.99,Annual
M35/7642-M1,96,0.93,Annual
M35/7666-M1,96,0.91,Annual
M35/7680-M1,96,0.99,Annual
M35/7702-M1,96,0.91,Annual
M35/7762-M1,96,0.92,Annual
M35/7780-M1,96,0.91,Annual
M35/7830-M1,96,0.77,Annual
M35/7854-M1,96,0.95,Annual
M35/7879-M1,96,0.99,Annual
M35/7894-M1,96,0.96,Annual
M35/7908-M1,96,0.99,Annual
M35/7999-M1,96,0.93,Annual
M35/8018-M1,96,0.99,Annual
M35/8023-M1,96,0.91,Annual
M35/8025-M1,96,0.59,Annual
M35/8034-M1,96,0.9,Annual
M35/8049-M1,96,0.91,Annual
M35/8070-M1,96,0.87,Annual
M35/8110-M1,96,0.82,Annual
M35/8111-M1,96,0.95,Annual
M35/8130-M1,96,0.9,Annual
M35/8150-M1,96,0.88,Annual
M35/8154-M1,96,0.96,Annual
M35/8175-M1,96,0.94,Annual
M35/8224-M1,96,0.93,Annual
M35/8310-M1,96,0.99,Annual
M35/8328-M1,96,0.99,Annual
M35/8338-M1,96,0.92,Annual
M35/8345-M1,96,0.99,Annual
M35/8395-M1,96,0.96,Annual
M35/8398-M1,96,0.75,Annual
M35/8422-M1,96,0.99,Annual
M35/8428-M1,96,0.96,Annual
M35/8490-M1,0,0.89,Annual
M35/8543-M1,96,0.99,Annual
M35/8569-M1,96,0.98,Annual
M35/8570-M1,96,0.98,Annual
M35/8571-M1,96,0.99,Annual
M35/8579-M1,96,0.8,Annual
M35/8580-M1,96,0.83,Annual
M35/8584-M1,96,nan,Qtr3
M35/8594-M1,0,0.9,Annual
M35/8596-M1,96,0.94,Annual
M35/8601-M1,96,0.98,Annual
M35/8605-M1,96,0.95,Annual
M35/8651-M1,96,0.93,Annual
M35/8667-M1,0,0.96,Annual
M35/8730-M1,96,nan,Qtr1
M35/8744-M1,96,0.95,Annual
M35/8889-M1,96,0.86,Annual
M35/8893-M1,96,0.6,Annual
M35/8902-M1,96,0.93,Annual
M35/8905-M1,96,0.73,Annual
M35/8929-M1,96,1,Annual
M35/8937-M1,96,0.98,Annual
M35/8962-M1,96,0.99,Annual
M35/8977-M1,96,0.93,Annual
M35/8985-M1,96,0.92,Annual
M35/9000-M1,96,0.96,Annual
M35/9004-M1,96,0.95,Annual
M35/9027-M1,0,0.99,Annual
M35/9028-M1,0,0.99,Annual
M35/9029-M1,0,0.99,Annual
M35/9030-M1,0,0.99,Annual
M35/9046-M1,96,0.99,Annual
M35/9081-M1,96,0.96,Annual
M35/9103-M1,96,0.96,Annual
M35/9131-M1,96,0.65,Annual
M35/9164-M1,96,0.99,Annual
M35/9166-M1,96,0.79,Annual
M35/9255-M1,96,0.86,Annual
M35/9259-M1,96,1,Annual
M35/9261-M1,96,0.95,Annual
M35/9270-M1,96,0.22,Annual
M35/9286-M1,96,0.99,Annual
M35/9291-M1,96,0.99,Annual
M35/9294-M1,96,0.99,Annual
M35/9319-M1,96,0.93,Annual
M35/9338-M1,96,0.84,Annual
M35/9344-M1,96,0.93,Annual
M35/9400-M1,96,0.99,Annual
M35/9401-M1,96,0.99,Annual
M35/9446-M1,96,0.67,Annual
M35/9450-M1,96,0.96,Annual
M35/9540-M1,96,0.98,Annual
M35/9628-M1,0,0.9,Annual
M35/9663-M1,96,0.75,Annual
M35/9698-M1,96,0.8,Annual
M35/9746-M1,96,nan,Qtr1
M35/9748-M1,96,0.96,Annual
M35/9756-M1,96,0.85,Annual
M35/9769-M1,96,,Qtr4
M35/9779-M1,96,0.92,Annual
M35/9781-M1,96,0.93,Annual
M35/9785-M1,96,0.96,Annual
M35/9786-M1,96,0.98,Annual
M35/9804-M1,96,0.85,Annual
M35/9828-M1,96,0.95,Annual
M35/9851-M1,96,0.99,Annual
M35/9902-M1,96,0.93,Annual
M35/9913-M1,96,0.99,Annual
M35/9925-M1,96,0.86,Annual
M36/0017-M1,96,0.99,Annual
M36/0024-M1,96,0.9,Annual
M36/0040-M1,96,0.98,Annual
M36/0042-M1,96,0.99,Annual
M36/0047-M1,96,0.96,Annual
M36/0074-M1,0,0.98,Annual
M36/0078-M1,96,nan,Qtr1
M36/0082-M1,96,0.61,Annual
M36/0113-M1,96,0.93,Annual
M36/0135-M1,96,nan,Qtr3
M36/0151-M1,96,0.95,Annual
M36/0153-M1,96,0.92,Annual
M36/0163-M1,96,0.62,Annual
M36/0182-M1,96,0.89,Annual
M36/0227-M1,96,0.94,Annual
M36/0257-M1,96,0.99,Annual
M36/0321-M1,96,0.95,Annual
M36/0330-M1,96,0.99,Annual
M36/0331-M1,288,nan,Qtr1
M36/0357-M1,96,0.98,Annual
M36/0361-M1,96,0.83,Annual
M36/0372-M1,96,0.99,Annual
M36/0386-M1,96,0.95,Annual
M36/0400-M1,96,0.89,Annual
M36/0403-M1,96,0.88,Annual
M36/0413-M1,96,0.83,Annual
M36/0414-M1,0,0.95,Annual
M36/0422-M1,96,0.85,Annual
M36/0431-M1,96,0.75,Annual
M36/0433-M1,96,0.96,Annual
M36/0436-M1,96,0.88,Annual
M36/0439-M1,96,0.95,Annual
M36/0446-M1,96,0.86,Annual
M36/0449-M1,96,0.89,Annual
M36/0450-M1,96,0.96,Annual
M36/0451-M1,96,0.99,Annual
M36/0476-M1,0,0.87,Annual
M36/0490-M1,96,0.87,Annual
M36/0491-M1,96,0.87,Annual
M36/0492-M1,96,0.98,Annual
M36/0516-M1,96,0.88,Annual
M36/0518-M1,96,nan,Qtr1
M36/0529-M1,0,0.92,Annual
M36/0578-M1,96,0.97,Annual
M36/0584-M1,96,0.99,Annual
M36/0585-M1,96,0.93,Annual
M36/0586-M1,96,0.99,Annual
M36/0588-M1,96,nan,Qtr3
M36/0592-M1,96,0.97,Annual
M36/0599-M1,96,0.95,Annual
M36/0600-M1,96,0.88,Annual
M36/0603-M1,96,0.97,Annual
M36/0605-M1,96,0.92,Annual
M36/0608-M1,96,0.98,Annual
M36/0626-M1,96,,Qtr4
M36/0630-M1,96,nan,Qtr1
M36/0632-M1,96,0.93,Annual
M36/0634-M1,96,0.63,Annual
M36/0646-M1,96,0.92,Annual
M36/0647-M1,96,0.9,Annual
M36/0651-M1,96,0.82,Annual
M36/0652-M1,96,0.44,Annual
M36/0654-M1,96,0.9,Annual
M36/0655-M1,96,0.9,Annual
M36/0670-M1,0,0.92,Annual
M36/0691-M1,96,0.91,Annual
M36/0695-M1,96,0.89,Annual
M36/0698-M1,0,0.92,Annual
M36/0700-M1,96,0.86,Annual
M36/0712-M1,96,0.99,Annual
M36/0769-M1,96,0.92,Annual
M36/0770-M1,96,0.98,Annual
M36/0771-M1,96,0.88,Annual
M36/0821-M1,96,nan,Qtr1
M36/0869-M1,96,0.99,Annual
M36/0872-M1,0,0.95,Annual
M36/0879-M1,96,0.99,Annual
M36/0881-M1,96,0.92,Annual
M36/0911-M1,96,0.93,Annual
M36/1014-M1,96,0.99,Annual
M36/10582-M1,96,nan,Qtr1
M36/1070-M1,96,0.99,Annual
M36/1194-M1,96,0.93,Annual
M36/1245-M1,96,0.93,Annual
M36/1249-M1,96,0.87,Annual
M36/1263-M1,96,0.91,Annual
M36/1264-M1,96,nan,Qtr1
M36/1290-M1,96,0.9,Annual
M36/1294-M1,96,0.89,Annual
M36/1295-M1,96,0.9,Annual
M36/1296-M1,96,0.94,Annual
M36/1304-M1,96,0.9,Annual
M36/1306-M1,96,0.84,Annual
M36/1322-M1,96,0.92,Annual
M36/1332-M1,96,0.99,Annual
M36/1337-M1,96,0.98,Annual
M36/1344-M1,96,0.92,Annual
M36/1370-M1,96,0.84,Annual
M36/1379-M1,96,0.93,Annual
M36/1380-M1,96,nan,Qtr3
M36/1419-M1,96,0.87,Annual
M36/1447-M1,96,0.99,Annual
M36/1505-M1,96,0.83,Annual
M36/1520-M1,96,0.99,Annual
M36/1523-M1,96,0.89,Annual
M36/1530-M1,96,0.98,Annual
M36/1592-M1,96,0.93,Annual
M36/1597-M1,96,0.62,Annual
M36/1691-M1,96,0.84,Annual
M36/1706-M1,96,0.88,Annual
M36/1713-M1,96,0.62,Annual
M36/1817-M1,96,0.88,Annual
M36/1829-M1,96,0.87,Annual
M36/1838-M1,96,0.99,Annual
M36/1862-M1,0,0.92,Annual
M36/1864-M1,96,0.87,Annual
M36/1866-M1,96,0.99,Annual
M36/1873-M1,96,0.83,Annual
M36/1885-M1,96,0.96,Annual
M36/1898-M1,96,0.99,Annual
M36/1902-M1,96,0.99,Annual
M36/1908-M1,96,0.96,Annual
M36/1909-M1,96,0.9,Annual
M36/1914-M1,96,0.99,Annual
M36/1925-M1,96,0.65,Annual
M36/1929-M1,96,0.87,Annual
M36/1931-M1,96,0.89,Annual
M36/1934-M1,96,0.97,Annual
M36/1936-M1,96,0.78,Annual
M36/1937-M1,96,0.67,Annual
M36/1947-M1,96,0.99,Annual
M36/1958-M1,96,0.99,Annual
M36/1959-M1,96,0.88,Annual
M36/1961-M1,96,0.84,Annual
M36/1962-M1,96,0.98,Annual
M36/1963-M1,96,0.93,Annual
M36/1965-M1,0,0.92,Annual
M36/1979-M1,96,0.95,Annual
M36/1996-M1,96,0.99,Annual
M36/1997-M1,96,0.95,Annual
M36/2002-M1,96,0.99,Annual
M36/2009-M1,96,0.56,Annual
M36/20101-M1,96,0.98,Annual
M36/20109-M1,96,0.89,Annual
M36/20117-M1,96,0.98,Annual
M36/20118-M1,96,1,Annual
M36/20119-M1,96,0.96,Annual
M36/2012-M1,96,0.99,Annual
M36/20121-M1,96,0.89,Annual
M36/20123-M1,96,0.68,Annual
M36/20124-M1,96,0.72,Annual
M36/20126-M1,96,0.87,Annual
M36/20128-M1,96,0.9,Annual
M36/2013-M1,96,0.99,Annual
M36/20136-M1,96,0.84,Annual
M36/20141-M1,96,0.97,Annual
M36/2015-M1,96,0.95,Annual
M36/2016-M1,96,nan,Qtr1
M36/2018-M1,96,0.99,Annual
M36/2020-M1,96,0.98,Annual
M36/2021-M1,96,0.98,Annual
M36/20234-M1,96,0.86,Annual
M36/20235-M1,96,0.98,Annual
M36/20243-M1,96,0.94,Annual
M36/20246-M1,96,0.95,Annual
M36/20250-M1,96,0.88,Annual
M36/20253-M1,96,0.95,Annual
M36/20254-M1,96,0.89,Annual
M36/20270-M1,96,0.66,Annual
M36/20283-M1,96,0.84,Annual
M36/20285-M1,96,0.86,Annual
M36/20290-M1,96,0.6,Annual
M36/20310-M1,96,0.9,Annual
M36/20311-M1,96,0.85,Annual
M36/20314-M1,96,0.87,Annual
M36/20359-M1,96,0.87,Annual
M36/2038-M1,96,nan,Qtr3
M36/20385-M1,96,0.93,Annual
M36/20408-M1,96,0.91,Annual
M36/20409-M1,96,0.8,Annual
M36/20411-M1,96,0.78,Annual
M36/20431-M1,96,0.99,Annual
M36/20439-M1,96,0.98,Annual
M36/20463-M1,96,0.87,Annual
M36/20472-M1,96,0.96,Annual
M36/20473-M1,96,0.85,Annual
M36/20476-M1,96,0.99,Annual
M36/20516-M1,96,0.89,Annual
M36/20529-M1,96,0.86,Annual
M36/20539-M1,96,nan,Qtr1
M36/20541-M1,96,0.49,Annual
M36/20543-M1,96,0.91,Annual
M36/20551-M1,95,0.39,Annual
M36/20555-M1,96,0.66,Annual
M36/20600-M1,96,0.97,Annual
M36/20625-M1,96,0.99,Annual
M36/20647-M1,96,0.95,Annual
M36/20688-M1,96,0.82,Annual
M36/20722-M1,96,0.99,Annual
M36/20727-M1,96,0.98,Annual
M36/20730-M1,96,0.99,Annual
M36/20733-M1,96,0.89,Annual
M36/20734-M1,96,0.73,Annual
M36/2190-M1,96,0.87,Annual
M36/2192-M1,96,0.84,Annual
M36/2215-M1,96,0.83,Annual
M36/2218-M1,96,0.97,Annual
M36/2223-M1,96,0.93,Annual
M36/2227-M1,96,nan,Qtr1
M36/2231-M1,96,0.99,Annual
M36/2239-M1,96,0.86,Annual
M36/2247-M1,96,0.86,Annual
M36/2248-M1,96,0.84,Annual
M36/2284-M1,96,0.86,Annual
M36/2298-M1,0,0.92,Annual
M36/2438-M1,96,0.98,Annual
M36/2455-M1,0,0.99,Annual
M36/2473-M1,96,0.84,Annual
M36/2490-M1,96,0.92,Annual
M36/2505-M1,96,0.84,Annual
M36/2527-M1,96,0.88,Annual
M36/2615-M1,96,0.98,Annual
M36/2629-M1,96,nan,Qtr3
M36/2630-M1,96,nan,Qtr2
M36/2641-M1,96,0.84,Annual
M36/2643-M1,96,0.52,Annual
M36/2646-M1,96,0.97,Annual
M36/2650-M1,96,0.88,Annual
M36/2658-M1,96,0.91,Annual
M36/2692-M1,96,nan,Qtr1
M36/2693-M1,96,nan,Qtr1
M36/2694-M1,0,0.96,Annual
M36/2698-M1,96,0.88,Annual
M36/2732-M1,96,0.89,Annual
M36/2736-M1,96,0.84,Annual
M36/2746-M1,0,0.92,Annual
M36/2761-M1,96,0.88,Annual
M36/2856-M1,96,0.99,Annual
M36/2966-M1,96,0.94,Annual
M36/2969-M1,96,0.87,Annual
M36/2972-M1,96,0.97,Annual
M36/2974-M1,96,0.98,Annual
M36/2985-M1,96,0.99,Annual
M36/2991-M1,96,0.99,Annual
M36/3030-M1,96,0.99,Annual
M36/3031-M1,96,0.87,Annual
M36/3032-M1,96,0.88,Annual
M36/3033-M1,0,0.8,Annual
M36/3034-M1,96,0.86,Annual
M36/3039-M1,96,0.9,Annual
M36/3067-M1,96,0.84,Annual
M36/3078-M1,96,0.97,Annual
M36/3122-M1,96,0.96,Annual
M36/3128-M1,0,0.81,Annual
M36/3152-M1,96,0.99,Annual
M36/3185-M1,96,0.9,Annual
M36/3205-M1,96,0.88,Annual
M36/3289-M1,96,0.87,Annual
M36/3303-M1,96,nan,Qtr2
M36/3362-M1,96,0.84,Annual
M36/3396-M1,96,0.89,Annual
M36/3479-M1,96,0.93,Annual
M36/3496-M1,96,0.96,Annual
M36/3537-M1,96,0.77,Annual
M36/3548-M1,96,0.54,Annual
M36/3601-M1,0,0.99,Annual
M36/3619-M1,96,0.88,Annual
M36/3736-M1,96,1,Annual
M36/3750-M1,96,0.99,Annual
M36/3760-M1,96,0.91,Annual
M36/3771-M1,96,0.94,Annual
M36/3782-M1,96,0.99,Annual
M36/3789-M1,96,0.88,Annual
M36/3790-M1,96,0.99,Annual
M36/3836-M1,96,0.88,Annual
M36/3849-M1,96,0.81,Annual
M36/3851-M1,288,nan,Qtr1
M36/3879-M1,96,0.84,Annual
M36/3890-M1,96,0.87,Annual
M36/3910-M1,96,0.97,Annual
M36/3922-M1,0,0.92,Annual
M36/3952-M1,96,0.96,Annual
M36/3964-M1,96,0.99,Annual
M36/3972-M1,96,0.99,Annual
M36/3982-M1,96,0.84,Annual
M36/3988-M1,96,0.92,Annual
M36/4002-M1,96,0.97,Annual
M36/4010-M1,96,0.97,Annual
M36/4024-M1,96,0.85,Annual
M36/4041-M1,96,0.62,Annual
M36/4097-M1,96,0.97,Annual
M36/4108-M1,96,0.99,Annual
M36/4145-M1,96,0.99,Annual
M36/4183-M1,96,0.96,Annual
M36/4222-M1,288,nan,Qtr1
M36/4252-M1,96,0.94,Annual
M36/4268-M1,96,0.88,Annual
M36/4273-M1,96,0.93,Annual
M36/4286-M1,96,0.99,Annual
M36/4305-M1,96,0.97,Annual
M36/4353-M1,96,0.99,Annual
M36/4366-M1,96,0.98,Annual
M36/4382-M1,96,0.89,Annual
M36/4387-M1,96,0.98,Annual
M36/4404-M1,96,0.85,Annual
M36/4426-M1,96,0.7,Annual
M36/4437-M1,96,0.87,Annual
M36/4439-M1,96,0.99,Annual
M36/4471-M1,96,0.99,Annual
M36/4488-M1,96,0.89,Annual
M36/4513-M1,96,0.86,Annual
M36/4542-M1,96,0.9,Annual
M36/4574-M1,96,0.99,Annual
M36/4581-M1,96,0.85,Annual
M36/4589-M1,96,0.87,Annual
M36/4618-M1,96,0.97,Annual
M36/4651-M1,96,0.95,Annual
M36/4654-M1,96,0.94,Annual
M36/4672-M1,96,0.99,Annual
